fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Jan,17,MADHYA PRADESH,1736,CHHINDWARA,7613940,228.084421334584,41,3753,8477.718866,14290,1,22251,5989074,873186,90082,3320717,276537,1663.56425,23801.427891852,144600,219194,234175,548768,2358,282262,648723,36541,13660.14478,3190523,73,23.62,47.53,100.05,NA
2024-2025,Jan,17,MADHYA PRADESH,1737,SEONI,6471958,207.918890348804,39,2931,4905.016663,7721,0,16019,5057373,593775,58130,2418096,216735,1392.41684,16812.667325226,128172,213305,195898,467783,1165,222414,525584,23740,10515.23382,2879435,66,41.83,38.14,99.91,NA
2024-2025,Jan,17,MADHYA PRADESH,1739,SHEOPUR,2919373,241.847429210871,48,310,8730.247537,11507,0,15733,2764019,318757,20342,811764,43288,487.79256,15902.748991652,56672,75247,90605,152121,132,157690,259580,27240,6684.70889440002,1102650,79,19.51,33.3,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1740,UMARIA,2270847,224.12381804269,38,640,2518.355512,7785,1,8367,1850511,112872,12709,1153880,89074,435.49296,7101.28437879396,48639,71654,91732,164496,567,114506,196840,16152,4147.43590649996,928278,76,15.18,46.64,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1741,NEEMUCH,1377271,240.444990313996,46,300,1120.473775,3429,0,5622,1063390,101857,13664,79586,10621,420.60184,4097.943597,22909,31104,50229,109444,132,89378,193141,9051,2556.867983,328894,56,26.07,25.68,99.74,NA
2024-2025,Jan,17,MADHYA PRADESH,1747,BURHANPUR,1261311,240.472275540592,36,495,979.928753,2057,0,4646,1032748,187326,26841,446279,53046,324.799,3788.20036921995,28413,48355,54260,138113,477,88209,212343,6703,2483.47261619995,505988,63,16.2,62.92,99.89,NA
2024-2025,Jan,17,MADHYA PRADESH,1748,ASHOK NAGAR,2747308,245.342223896634,51,255,2535.166591,5862,0,9703,2343760,409145,29031,242302,14787,698.8048,8984.20429789276,45422,58655,88414,149008,423,144081,536183,15565,5750.23290679976,669212,70,25.46,60.49,99.8,NA
2024-2025,Jan,17,MADHYA PRADESH,1704,DATIA,1079611,245.227576319234,45,97,1396.14387,2056,0,4933,878350,195547,19819,46451,3035,559.14621,4109.24649701499,19367,24129,43711,76447,68,78426,141403,6989,2153.95641659999,304284,42,18.36,50.3,101.55,NA
2024-2025,Jan,17,MADHYA PRADESH,1705,SHIVPURI,7334439,244.158599578845,47,550,5512.985512,14748,0,31001,5736153,810203,57139,1285445,64100,1280.75029,20799.0466368519,120007,163288,200742,346451,265,315812,584193,45749,14005.3108344999,2324956,78,15.32,41.42,99.86,NA
2024-2025,Jan,17,MADHYA PRADESH,1715,SIDHI,3963615,230.201186104838,41,268,3118.174092,8223,0,13385,2880774,389737,31995,934838,62757,821.44797,10571.1979791788,69409,97332,132920,213701,377,159586,249150,21608,6631.57591699978,1313527,66,19.84,37.97,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1719,SHAJAPUR,1323462,229.601812431984,43,195,1484.877506,3167,3,7788,1060426,207335,22386,94066,12060,722.08066,4641.71548198699,24567,34682,61266,107476,54,105949,181257,10955,2434.757316,373933,64,45.69,26.73,99.94,NA
2024-2025,Jan,17,MADHYA PRADESH,1721,JHABUA,3455034,230.763045041641,35,1296,4626.683561,7620,0,15055,2757959,105739,16290,2470578,314895,789.81941,11780.853140502,77731,136383,163830,352456,468,210147,440220,22675,6364.35016939999,1236539,75,19.83,61.6,100.04,NA
2024-2025,Jan,17,MADHYA PRADESH,1729,SEHORE,1413344,242.711281661424,46,189,1189.658459,5458,0,11076,1319350,272193,29892,167438,19577,1009.31466,5401.184414,28122,41885,63878,122335,157,132333,247344,16534,3202.211295,459521,60,30.83,30.21,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1743,HARDA ,620772,236.922067536546,35,133,448.965511,2289,0,3850,639476,164006,19140,250102,31136,472.22498,2436.250252,17791,28724,32322,74158,183,49763,111386,6139,1515.059761,277856,54,29.42,14.97,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1744,KATNI ,3970417,200.993200631239,36,546,2419.605554,5939,0,6390,3061268,485278,48236,968933,86242,868.17505,9440.72113670593,83663,120643,143065,303212,358,169693,360430,12329,6152.94053309993,1764794,51,15.31,59.15,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1749,ALIRAJPUR,3134453,231.979844564162,46,1787,5423.539881,7998,0,10119,3213416,448723,38004,2587273,199651,604.11103,13482.1283529399,68391,111131,107934,249883,2259,137933,307620,18117,7454.4774419999,1125321,73,21.13,68.49,99.84,NA
2024-2025,Jan,17,MADHYA PRADESH,1701,MORENA,9230789,244.297627691711,60,370,16667.592890484,4235,2,7578,10811723,1320121,41634,149805,4340,1070.31504,44150.6907320831,178080,190719,239659,301176,1911,322082,404793,11813,26412.7828015991,4410945,14,19.08,55.04,99.81,NA
2024-2025,Jan,17,MADHYA PRADESH,1702,BHIND,3009274,223.274760882536,16,39,55.74635292,1738,55,7138,333539,49223,20376,2332,202,627.90237,1428.357128,19778,21367,80330,109550,0,160923,265253,8876,744.7084047,132819,36,16.06,35.51,99.75,NA
2024-2025,Jan,17,MADHYA PRADESH,1707,TIKAMGARH,2238628,243.811062490081,46,128,2656.425553,5299,0,10720,1751574,273786,25434,134251,15592,814.10563,7741.06236224201,37947,54623,87020,155379,112,127371,220237,16019,4270.53117970001,627299,65,22.97,46.47,99.94,NA
2024-2025,Jan,17,MADHYA PRADESH,1719,SHAJAPUR,1323462,229.857691882208,43,197,1484.877506,3263,3,7778,1090161,213551,22424,96839,12084,724.39871,4715.095129,24890,35145,61330,107602,56,106041,181411,11041,2505.818912,384032,64,45.42,26.38,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1722,DHAR,4457190,236.143398360333,42,1373,9412.531361,11507,0,25085,5125922,464234,47274,3432068,314831,1675.98408,23193.0418486779,119892,189176,223141,464208,2206,307396,637423,36592,12104.5264080999,1987707,66,17.79,63.16,99.68,NA
2024-2025,Jan,17,MADHYA PRADESH,1727,VIDISHA,2457588,242.594093322086,42,194,2089.568762,9097,0,17028,2078329,290221,31284,300944,13313,1248.67565,8380.14780604698,48763,59974,126256,189062,153,213118,310004,26125,5041.90339379998,672837,70,28.09,28.94,99.91,NA
2024-2025,Jan,17,MADHYA PRADESH,1733,JABALPUR,2222263,227.043135049835,37,561,1599.137431,3919,0,13414,1895367,374862,40420,673561,67529,1124.31274,7026.75082837901,50549,74201,102179,200829,157,149352,289312,17333,4303.30065750001,857367,60,22.23,50.49,99.98,NA
2024-2025,Jan,17,MADHYA PRADESH,1743,HARDA ,620772,236.802363821095,36,138,450.9487892,2310,0,3861,650578,166282,19157,255827,31167,472.22498,2463.757852,17975,29099,32347,74230,197,49788,111444,6171,1540.584083,282527,54,29.32,15.11,99.91,NA
2024-2025,Jan,17,MADHYA PRADESH,1745,DINDORI,9432503,211.008085580668,38,1567,8551.369078,10839,0,13294,6007174,196245,14395,3314084,185781,819.22234,22046.2142730466,158072,237209,193544,357831,2187,202543,371196,24133,12675.6228548996,3238293,66,16.61,64.94,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1746,ANUPPUR,4749326,198.732279582783,42,1868,3455.54796473699,8351,0,8966,3395538,314770,25217,2048082,146211,653.47354,10857.0515762366,80264,121890,129747,262648,1587,156572,309950,17317,6748.03007149965,1703759,78,51.95,24.7,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1749,ALIRAJPUR,3134453,232.118820459837,47,1806,5423.539881,8007,0,10456,3284229,458471,38048,2644571,200062,605.32503,13652.1785269399,69309,112757,108165,250337,2305,138241,308038,18463,7623.31361599991,1149805,73,21,68.48,99.85,NA
2024-2025,Jan,17,MADHYA PRADESH,1750,SINGRAULI,3841009,237.469497678326,43,744,4217.306693,9115,0,9709,2997223,427231,35600,925604,69278,632.30557,11967.1026651573,68224,99203,122621,216294,564,167932,289430,18824,7117.49040239925,1221933,70,23.41,61.35,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1701,MORENA,9230789,244.385931306692,60,371,16667.725370484,4269,2,7643,10865572,1325837,41646,150544,4320,1070.52443,44292.1791244831,178583,191238,240089,301627,1913,322390,405114,11912,26553.9293239991,4433704,14,19.01,55.25,99.81,NA
2024-2025,Jan,17,MADHYA PRADESH,1702,BHIND,3009274,224.211914794286,16,40,55.74635292,1738,55,7150,336292,49550,20356,2398,202,627.90237,1437.655455,19865,21464,80337,109542,0,161000,265352,8888,754.0067325,133841,36,16.04,35.44,99.75,NA
2024-2025,Jan,17,MADHYA PRADESH,1704,DATIA,1079611,245.59796717342,46,99,1396.14387,2127,0,4976,902866,201116,19885,47480,3043,562.4646,4176.02901271497,19550,24414,43790,76620,69,78553,141592,7103,2217.42054229997,313200,43,18.21,50.17,101.54,NA
2024-2025,Jan,17,MADHYA PRADESH,1710,SAGAR,3183100,240.729308290716,40,239,3617.748292,11868,14,16952,2390831,303185,38960,277276,35497,1718.40221,11091.581430356,58918,79229,161289,275427,236,281364,484111,28820,5755.430929,725796,74,33.82,30.9,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1711,DAMOH,5751843,239.140324191123,53,507,10551.591742286,7663,0,14825,4877524,626444,41734,750195,38859,991.1626,23206.8810483859,90861,117778,157897,269091,3616,252468,417212,22488,11664.1267060998,1811719,60,26.62,60.06,100.03,NA
2024-2025,Jan,17,MADHYA PRADESH,1713,REWA,2993579,214.003016714497,35,209,2855.849939,8937,1,16758,2033265,358851,52171,305370,47065,1656.92986,8864.02823717101,56767,76213,155562,286365,216,250458,475474,25695,4351.24843780001,838260,56,22.9,29.88,100.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1724,KHARGONE,4774330,244.611413715348,44,690,7454.35066664797,6417,0,20210,4421951,362658,41622,2475443,185867,1407.15569,19678.1032115479,98402,150964,188588,374962,2838,285822,567106,26627,10816.5968548999,1763123,70,22.13,63.6,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1744,KATNI ,3970417,201.154136395391,37,564,2419.605554,6132,0,6369,3198935,507985,48274,1018322,86307,872.88902,9727.28464670591,85180,123222,143138,303446,397,169998,361041,12501,6434.79007309991,1850982,51,15.68,59.12,99.99,NA
2024-2025,Jan,17,MADHYA PRADESH,1752,NIWARI,1159894,242.672976029693,45,125,1884.461852,2894,0,4098,848550,95587,7746,75018,7531,306.23438,4249.89777058196,18631,26604,37667,63886,16,47098,79104,6992,2059.20153809996,327530,65,35.34,55.31,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1702,BHIND,3009274,223.741618497959,17,40,55.74635292,1739,55,7164,340297,50171,20375,2452,202,627.90237,1445.034738,19960,21569,80401,109622,0,161044,265410,8903,761.3860155,135489,36,16.04,35.46,99.75,NA
2024-2025,Jan,17,MADHYA PRADESH,1705,SHIVPURI,7334439,243.740735721613,48,559,5514.682082,15165,0,32461,6046798,855779,57536,1358891,65111,1284.52361,21537.7156251518,123893,168702,202184,348840,379,318325,588309,47626,14738.5099327998,2451342,79,15.43,41.14,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1709,PANNA,3262519,230.654324822492,49,378,5012.157804,7013,0,10107,2941034,499997,46920,469882,39241,931.98689,12727.7668098919,59056,91035,115121,239334,368,155883,318179,17120,6783.62211549993,1154704,63,25.94,59.06,99.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1713,REWA,2993579,213.74562306532,35,210,2866.015432,8949,1,16839,2052987,362146,52205,308407,47083,1656.92986,8911.11514667101,57100,76660,155639,286517,220,250662,475795,25788,4388.16985460001,845829,56,22.82,29.77,100.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1720,DEWAS,2366635,239.378649858879,44,280,2138.35598,4051,0,10607,1780762,285921,38299,369800,45782,1061.44651,7462.56652303497,40049,55497,101684,205088,466,164015,332457,14658,4262.76403279997,564229,64,32.01,39.23,99.71,NA
2024-2025,Jan,17,MADHYA PRADESH,1728,BHOPAL,1352936,243.231544644747,51,142,2354.414506,2158,0,5681,1200522,167190,11427,39964,3555,472.54334,5747.00605015401,23193,30373,43409,70622,95,68716,112272,7839,2920.04820440001,432732,62,21.72,30.51,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1729,SEHORE,1413344,243.104123624622,47,193,1189.658459,5703,0,11437,1384983,290444,30276,178262,19790,1010.72934,5567.33858359999,28993,43318,64372,123472,169,132893,248239,17140,3366.95078449999,480775,61,29.96,29.18,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1731,BETUL,3579456,235.080726494796,35,2381,2433.488112,6420,1,13727,3352715,422037,56730,1755669,210277,1232.33542,11547.41031,93454,143542,167198,396439,881,214013,487889,20147,7881.58677929999,1765441,57,29.45,56.02,99.98,NA
2024-2025,Jan,17,MADHYA PRADESH,1735,MANDLA,8081157,217.298847681551,38,3717,5399.326349,16787,0,17472,6217717,375547,32903,3890235,269689,1113.26167,20023.6154122909,161676,254478,217016,462859,2216,243715,515979,34259,13511.0273930999,3491108,77,44.33,37.19,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1737,SEONI,6471958,207.045012323308,41,3087,4941.711168,8173,0,16503,5614971,660725,58236,2689844,217288,1412.93455,17980.1631172502,133976,224757,196219,468852,1462,223001,527053,24676,11625.5173989002,3220277,66,40.97,39.14,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1738,BALAGHAT,8401345,234.457018742877,35,6082,7548.218662,15191,0,17786,6384025,299859,28291,1962012,131036,1666.24924,24182.2625926539,179034,265931,275734,589336,2713,314269,663821,32977,14967.7946907999,3912761,69,34.24,35.75,99.99,NA
2024-2025,Jan,17,MADHYA PRADESH,1750,SINGRAULI,3841009,236.938865381298,44,762,4217.306693,9325,0,9716,3065206,436883,35648,948354,69345,638.31757,12118.2885807575,68998,100362,122731,216496,589,168280,289981,19041,7262.66431799948,1247648,70,23.41,61.11,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1714,SHAHDOL,3163465,214.417634475261,38,1656,3957.797358,9256,1,15606,2724237,349883,37650,1674679,137936,844.90758,10643.9494708538,70423,109102,128883,252877,857,156461,293087,24862,5841.24453289981,1389040,79,19.78,42.19,99.84,NA
2024-2025,Jan,17,MADHYA PRADESH,1715,SIDHI,3963615,229.64719655168,42,275,3156.471204,9018,0,13349,2996713,406112,32055,975712,62936,843.78634,10882.1249376787,71026,99692,133250,214173,414,160125,249817,22367,6881.86739319975,1366391,67,19.9,37.91,99.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1725,KHANDWA,2609767,242.578366159869,35,771,3323.496148,6041,0,12660,2771183,243713,27134,956271,115597,937.68126,10983.46785,78219,139692,140376,345109,764,194843,461124,18701,6722.29044470004,1254303,63,19.49,57.02,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1727,VIDISHA,2457588,242.458487801822,43,194,2088.582714,9147,0,17104,2123227,298498,31322,305380,13371,1248.94086,8485.46765104699,49088,60387,126374,189269,158,213849,310915,26251,5147.94407679999,686697,70,28.07,28.86,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1737,SEONI,6471958,207.174295747806,41,3077,4941.332818,8163,0,16445,5569191,654644,58219,2668440,217257,1412.93455,17892.1996014502,133462,223747,196205,468784,1440,222943,526923,24608,11537.9322331002,3191927,66,41.1,38.99,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1744,KATNI ,3970417,201.380913717844,37,565,2419.605554,6133,0,6378,3220666,512511,48289,1024942,86310,872.88902,9778.30119220593,85429,123608,143144,303484,403,170056,361160,12511,6485.80661859993,1864361,51,15.71,59.11,99.99,NA
2024-2025,Jan,17,MADHYA PRADESH,1748,ASHOK NAGAR,2747308,244.350124240785,53,284,2535.497738,6168,0,10355,2539504,447276,29492,267409,15041,705.75752,9446.5364372927,47723,62067,89516,150808,469,145207,537930,16523,6205.2811790997,729444,71,25.79,58.76,99.82,NA
2024-2025,Jan,17,MADHYA PRADESH,1752,NIWARI,1159894,242.163477012531,45,125,1884.461852,2900,0,4127,855401,97044,7775,75503,7533,306.23438,4262.16503648196,18746,26780,37687,63920,20,47131,79163,7027,2071.46880399996,330069,65,35.33,55.32,99.92,NA
2024-2025,Feb,17,MADHYA PRADESH,1704,DATIA,1153373,245.671540584201,46,100,1431.939946,2194,0,4988,928440,207029,19946,48344,3054,566.33935,4279.19214721496,19857,24854,43886,76824,69,78909,142166,7182,2280.91285139996,322052,43,18.28,50.11,101.5,NA
2024-2025,Feb,17,MADHYA PRADESH,1705,SHIVPURI,7835547,244.026511906818,49,571,5527.347397,15602,0,33106,6260991,887129,57765,1413873,66100,1284.52361,22090.3489554518,126654,172474,203381,350780,376,320439,591726,48708,15278.4779480998,2536674,79,15.61,40.92,99.88,NA
2024-2025,Feb,17,MADHYA PRADESH,1710,SAGAR,3400578,240.623031154428,41,248,3633.656623,12352,14,17289,2553377,327651,39134,298184,35593,1776.35002,11554.019776856,61427,82718,161595,276034,279,283384,487009,29641,6144.01313419999,773725,74,33.42,30.68,99.98,NA
2024-2025,Feb,17,MADHYA PRADESH,1721,JHABUA,3691091,231.660397577105,36,1352,4633.503624,7882,0,15272,2936487,113066,16324,2629542,315498,815.99798,12252.179062944,80111,140848,164082,353136,519,210805,441577,23154,6802.67745900001,1314302,75,19.57,60.69,100.04,NA
2024-2025,Feb,17,MADHYA PRADESH,1726,RAJGARH,6410994,243.85949233074,42,949,6337.032314,15271,0,16224,4133971,533347,58172,103320,10817,1314.39025,17732.503257806,96335,153516,195385,373894,339,275819,512096,31495,10081.08069,1657526,73,34.82,44.67,99.82,NA
2024-2025,Feb,17,MADHYA PRADESH,1728,BHOPAL,1445372,243.681203774399,52,144,2354.414506,2222,0,5637,1233786,173345,11506,41432,3606,475.12234,5836.04142255401,23452,30731,43644,71058,99,69543,113978,7859,3006.50457680001,444345,62,21.52,30.53,99.9,NA
2024-2025,Feb,17,MADHYA PRADESH,1733,JABALPUR,2374094,227.238052076702,38,577,1599.137431,4213,0,13496,1997784,394077,40537,715344,67698,1125.29574,7264.15861717902,51632,76073,102492,201504,184,150905,291559,17709,4539.72544630002,903542,61,21.88,49.53,100,NA
2024-2025,Feb,17,MADHYA PRADESH,1736,CHHINDWARA,8134144,227.545082254369,44,4004,8481.074803,16043,1,21808,6883768,1002469,90553,3853628,277933,1722.62499,25867.3753507519,153653,236051,235250,551707,3148,283517,651715,37851,15663.6755577999,3683672,73,23.85,47.47,100.06,NA
2024-2025,Feb,17,MADHYA PRADESH,1738,BALAGHAT,8975347,234.535418666189,36,6181,7548.218662,16940,0,17392,6665537,313369,28315,2053056,131217,1687.26788,24868.5316511538,181371,270687,275940,589965,3051,315289,665691,34332,15633.0451092998,4083770,69,35.2,35.21,99.99,NA
2024-2025,Feb,17,MADHYA PRADESH,1742,BARWANI,2804590,214.681880344662,33,533,1879.620363,10014,0,14135,1997320,179837,35332,1537701,238453,893.53956,7061.04405517401,60488,103203,137118,316585,652,206913,459513,24149,4287.88413250001,849218,78,23.04,51.3,99.58,NA
2024-2025,Feb,17,MADHYA PRADESH,1745,DINDORI,10076956,211.282858954762,40,1627,8551.369078,11256,0,13287,6574784,215836,14412,3603334,186018,824.61986,23267.3805434472,161334,244962,193638,358227,2681,203322,372744,24543,13891.3916053002,3561484,66,16.77,65.5,99.97,NA
2024-2025,Feb,17,MADHYA PRADESH,1748,ASHOK NAGAR,2935011,244.943631251512,54,288,2535.497738,6346,0,10406,2636697,466126,29671,277456,15186,707.1096,9701.02871509269,48822,63599,90182,151812,482,145851,538963,16752,6458.42137689969,758883,71,25.98,58.19,99.85,NA
2024-2025,Dec,17,MADHYA PRADESH,1705,SHIVPURI,6818422,244.371845001853,45,503,5499.161712,13382,0,26427,5040228,704361,56271,1106516,60631,1156.91836,18972.978228252,110547,149928,196989,340001,195,312479,578751,39809,12316.89816,2044045,76,14.77,42.49,99.87,NA
2024-2025,Dec,17,MADHYA PRADESH,1708,CHHATARPUR,3709426,238.025833614271,45,414,4722.435863,7680,1,13912,2666647,392789,52454,137652,15343,1212.03421,12281.7788247069,58911,81819,141675,271644,307,217436,406635,21592,6347.30875129995,851563,63,38.82,45.19,99.94,NA
2024-2025,Dec,17,MADHYA PRADESH,1716,MANDSAUR,2821554,242.06090981968,47,203,2942.6817,4252,0,13254,2224166,356666,39054,53315,8141,739.33689,9065.85504540799,46404,67071,97138,204040,338,165342,344432,17506,5383.83645549999,773697,65,38.98,38.05,99.92,NA
2024-2025,Dec,17,MADHYA PRADESH,1718,UJJAIN,2040760,194.612584695015,39,330,1287.48187,4394,0,9901,1510449,476221,57376,82321,11906,1200.93666,5427.942369,38336,57472,74474,172737,159,148160,344903,14295,2939.523839,530379,56,25.91,44.13,99.85,NA
2024-2025,Dec,17,MADHYA PRADESH,1723,INDORE,732999,239.113929060335,45,37,441.2896644,2094,0,5137,563211,80807,11696,107786,16592,647.16868,2435.174295,12310,16024,36815,72215,50,68471,131566,7231,1346.715951,197747,55,49.1,25.33,99.9,NA
2024-2025,Dec,17,MADHYA PRADESH,1731,BETUL,3327622,233.635110125557,30,1979,2328.345037,6135,1,12831,2449613,308497,56084,1246679,207083,1080.40195,9131.90301743597,80406,120643,165388,390968,507,213187,484419,18966,5723.15603019997,1257087,57,23.2,61.19,99.94,NA
2024-2025,Dec,17,MADHYA PRADESH,1735,MANDLA,7512605,218.374701446431,31,3164,5389.278551,14716,0,16544,4436507,276426,32710,2735770,267582,1006.00505,16083.492517351,142824,216756,216077,459581,1082,241389,510587,31260,9688.20891590001,2452610,76,37.34,41,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1736,CHHINDWARA,7078259,228.203251053163,39,3545,8467.942181,13392,1,22082,5399195,784896,89762,2964004,275587,1531.82196,22320.9026615518,138361,207704,233462,546757,1847,281667,646971,35474,12321.1385206998,2857672,72,23.44,47.6,100.03,NA
2024-2025,Dec,17,MADHYA PRADESH,1744,KATNI ,3691077,200.788396444507,33,503,2419.605554,5473,0,6249,2652911,419323,48108,826115,86063,785.45964,8531.80264960593,78311,111915,142842,302463,252,169080,359045,11722,5326.73745599993,1513735,50,14.75,58.61,99.99,NA
2024-2025,Dec,17,MADHYA PRADESH,1748,ASHOK NAGAR,2554020,245.358038969875,50,244,2535.166591,5637,0,8928,2156999,372570,28569,217429,14381,634.13923,8461.67626809281,43063,55409,87179,147009,348,143077,534473,14565,5292.37044699981,614738,68,24.9,62.09,99.8,NA
2024-2025,Dec,17,MADHYA PRADESH,1705,SHIVPURI,6818422,244.575940435111,45,507,5510.673312,13468,0,26932,5089777,712092,56349,1121401,61075,1158.82236,19117.865636152,111262,150956,197317,340616,198,312811,579244,40400,12448.36996,2064494,76,14.78,42.5,99.86,NA
2024-2025,Dec,17,MADHYA PRADESH,1707,TIKAMGARH,2081129,244.321024261503,43,121,2533.926995,5014,1,10355,1571708,239920,25254,119212,15529,734.87233,7108.81240871399,35919,51497,86649,154625,86,126875,219310,15369,3840.01308399999,565939,64,22.96,48.22,99.92,NA
2024-2025,Dec,17,MADHYA PRADESH,1708,CHHATARPUR,3709426,237.988935114481,45,418,4722.435863,7690,1,14035,2686655,396830,52501,138954,15363,1212.03421,12328.411698107,59174,82199,141809,271877,316,217508,406778,21725,6393.94162469995,857865,63,38.78,45.04,99.93,NA
2024-2025,Dec,17,MADHYA PRADESH,1718,UJJAIN,2040760,194.139377343365,39,331,1287.48187,4401,0,9942,1521850,480359,57398,83330,11919,1200.93666,5442.928644,38502,57772,74515,172847,160,148186,344962,14343,2954.510114,535074,56,25.83,43.98,99.8,NA
2024-2025,Dec,17,MADHYA PRADESH,1719,SHAJAPUR,1230350,228.148773224795,40,186,1484.489046,2891,3,7124,932893,177537,21937,79571,11850,652.04556,4264.91854148698,22793,32121,60399,105778,45,105062,179257,10015,2128.38393499998,331619,61,47.67,28.29,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1724,KHARGONE,4438431,244.470414294603,42,655,7432.20730934797,6039,0,18527,3997928,309034,41161,2291033,184590,1257.97263,18463.9310841479,93543,143202,187243,372038,2521,283849,563675,24566,9773.75114479995,1595256,68,22.89,64.8,99.92,NA
2024-2025,Dec,17,MADHYA PRADESH,1729,SEHORE,1313907,242.863264144686,44,163,1189.635059,4447,0,10691,1185021,235607,29197,145343,19228,908.5455,4976.161241,26625,39436,62906,119992,131,130707,242937,15138,2877.98068139999,416053,59,32.48,31.9,99.89,NA
2024-2025,Dec,17,MADHYA PRADESH,1730,RAISEN,1433830,236.577404788585,40,203,1833.783171,5593,0,13100,1373391,228006,23210,226412,24456,909.46367,5992.379627,33701,48199,75925,132316,318,145338,230240,18693,3249.132785,473550,70,41.5,21.29,99.93,NA
2024-2025,Dec,17,MADHYA PRADESH,1733,JABALPUR,2065916,226.586042009854,34,537,1595.311783,3507,0,12680,1652422,330038,40123,583193,67044,1013.3418,6352.81119057907,47667,69434,101395,199157,114,148444,287375,16187,3744.15760710007,744189,58,23.35,52.27,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1741,NEEMUCH,1280373,240.080111666853,45,298,1093.587501,3102,0,5264,996267,92866,13483,72263,10455,385.23405,3870.66047681601,21921,29583,49871,108504,107,89255,192717,8366,2391.83892610001,307672,53,26.41,26.07,99.5,NA
2024-2025,Dec,17,MADHYA PRADESH,1744,KATNI ,3691077,201.104493568416,34,506,2419.605554,5549,0,6254,2683166,423351,48110,837457,86084,785.45964,8601.03258950594,78687,112564,142849,302493,256,169099,359095,11803,5395.96739589994,1531604,50,14.71,58.72,99.97,NA
2024-2025,Dec,17,MADHYA PRADESH,1750,SINGRAULI,3570774,237.608220986073,41,697,4216.943193,8804,0,9210,2719411,383578,35477,831810,68849,567.77794,11246.2652311576,65178,94663,122010,215259,418,166941,287894,18014,6461.54409839957,1111160,69,23.58,61.43,99.96,NA
2024-2025,Feb,17,MADHYA PRADESH,1706,GUNA,2250543,245.38319299048,50,243,3296.442171,5738,0,16649,2732855,318741,31540,511038,55079,1010.01902,11012.428049505,54061,73083,123383,264648,446,206407,428351,22387,6705.96685879999,886933,76,22.41,62.19,99.91,NA
2024-2025,Feb,17,MADHYA PRADESH,1712,SATNA,3504731,205.784623848145,43,370,1982.273764,5461,0,13753,2662010,469280,48478,503182,51809,1457.31911,8917.600139,61248,87424,139005,254667,282,206916,380529,19214,5478.007265,1072888,55,19.63,43.67,99.94,NA
2024-2025,Feb,17,MADHYA PRADESH,1715,SIDHI,4234419,229.033966986023,42,292,3162.608884,9899,0,13345,3120679,424712,32122,1014709,63138,863.84801,11173.8718050787,72826,102366,133613,214671,473,161090,251024,23244,7147.41491059975,1421708,67,19.99,37.91,99.93,NA
2024-2025,Feb,17,MADHYA PRADESH,1720,DEWAS,2528330,239.648454134112,45,286,2138.8467,4140,0,10594,1855355,299686,38384,386005,45894,1124.6131,7709.78937643496,40880,56752,101891,205533,503,164314,332931,14734,4446.32957619996,588085,64,31.88,38.88,99.7,NA
