fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,17,MADHYA PRADESH,1744,KATNI ,2362778,196.92864459464,26,399,798.9483093,1966,0,7348,1693486,272460,47748,516902,85422,429.1211,4563.02843551599,63410,87843,141653,299638,45,167506,355520,9314,3334.95902619999,982104,44,15.51,57.29,99.73,NA
2024-2025,Aug,17,MADHYA PRADESH,1748,ASHOK NAGAR,1634910,247.423170722932,40,196,345.8871657,1730,1,11634,1389989,231042,27672,119631,12636,339.84313,4124.88515217997,34698,44355,84019,142045,63,140284,530205,13364,3439.15485649997,401896,68,25.68,66.27,99.75,NA
2024-2025,Aug,17,MADHYA PRADESH,1752,NIWARI,690246,242.687701575499,37,107,740.6358118,1540,0,5173,560584,60511,7425,51205,7416,150.38957,2251.49380684399,14788,20995,36869,62559,7,45506,76717,6713,1360.46842499999,218828,65,32.79,58.65,99.9,NA
2024-2025,Aug,17,MADHYA PRADESH,1701,MORENA,5493200,243.321865297329,51,287,2269.847289,993,10,9248,6965029,900157,39980,98799,3996,511.16952,19728.4552899139,136073,146721,220371,279636,200,288156,368602,10241,16947.4384812999,2817043,16,21.16,51.02,99.46,NA
2024-2025,Aug,17,MADHYA PRADESH,1714,SHAHDOL,1882564,211.619180166473,30,1280,1288.252738,2758,2,22092,1713543,217337,37306,1041395,135326,414.36821,5328.80659671399,55851,84821,127033,249090,217,154583,289161,24850,3626.18564839999,876312,81,17.67,45.89,98.7,NA
2024-2025,Aug,17,MADHYA PRADESH,1717,RATLAM,1615023,229.079693035545,33,240,813.6541279,2643,0,10391,1219392,258489,60442,430321,70366,519.20754,4126.241118,36052,55320,106181,228873,149,183441,378077,13034,2793.379451,486929,68,32.96,51.44,99.48,NA
2024-2025,Aug,17,MADHYA PRADESH,1722,DHAR,2652454,236.741084312605,31,832,3623.245718,4290,0,22138,2210488,201214,45384,1417458,302882,805.57004,9661.94901804501,70483,108636,215846,446105,423,302429,624909,26428,5233.13325980001,879365,59,16.72,71.2,97.81,NA
2024-2025,Aug,17,MADHYA PRADESH,1727,VIDISHA,1462500,244.797896327022,33,142,566.7009341,3725,2,14859,1076674,117623,29316,166913,11312,621.30586,3823.682096,32453,39926,120131,179870,22,210329,305083,18584,2635.675302,365780,62,29.82,37.48,99.65,NA
2024-2025,Aug,17,MADHYA PRADESH,1728,BHOPAL,805126,247.099926186669,43,105,919.7906241,938,3,4948,747155,93268,10767,20613,3344,224.46734,2990.47741756001,17280,22526,41280,67316,24,67390,110770,5886,1846.21945350001,272662,55,23.8,36.39,99.76,NA
2024-2025,Aug,17,MADHYA PRADESH,1732,NARMADAPURAM,559487,227.630365055757,24,96,186.9363044,1405,4,7754,299872,43220,18181,94484,30520,453.70649,1323.242523,12096,16726,44454,94099,27,99232,190043,9159,682.5997283,105577,41,34.23,32.33,98.92,NA
2024-2025,Aug,17,MADHYA PRADESH,1738,BALAGHAT,4999601,234.375375302822,24,4504,2682.438989,4944,2,18756,3504117,163896,27971,954235,128873,800.58972,11695.816079235,141723,199063,273554,583079,226,312281,657755,23700,8212.78737,2189912,64,25.15,43.85,99.72,NA
2024-2025,Aug,17,MADHYA PRADESH,1744,KATNI ,2362778,196.678303547618,26,398,798.3273093,1836,0,7460,1676251,270361,47737,512437,85422,429.1211,4524.27043931598,63152,87436,141630,299613,42,167472,355464,9296,3296.82202999998,974283,44,15.37,57.32,99.59,NA
2024-2025,Nov,17,MADHYA PRADESH,1705,SHIVPURI,6309031,244.821484050804,44,471,4939.506636,12442,0,22442,4548537,628864,55625,992753,57438,1034.91583,17110.2182521519,103178,139595,194003,334774,151,311021,575825,34884,11135.7957859999,1846118,73,14.65,42.96,99.86,NA
2024-2025,Nov,17,MADHYA PRADESH,1709,PANNA,2806396,233.444609134215,46,347,4869.204614,6025,0,9185,2466550,408966,46326,389765,38767,749.24223,11376.474850229,52958,81247,113868,236585,229,152946,313303,15210,5758.02800659999,969222,60,26.4,61.76,99.91,NA
2024-2025,Nov,17,MADHYA PRADESH,1712,SATNA,2821942,204.662884202614,38,323,1782.647462,4701,0,12434,2120756,366301,47960,397524,51249,1112.6057,7235.65355865399,54588,77615,137393,251553,174,204090,375521,17135,4340.40039649999,864526,52,20.29,48.29,99.88,NA
2024-2025,Nov,17,MADHYA PRADESH,1715,SIDHI,3409473,231.034219503094,38,241,2391.602652,7557,0,11536,2423328,320625,31652,779753,62108,687.07708,8677.39666319294,62857,87940,131573,211793,254,157915,246811,19093,5598.71693079994,1109261,63,19.49,38.56,99.89,NA
2024-2025,Nov,17,MADHYA PRADESH,1720,DEWAS,2035763,240.715107221552,40,242,2037.505631,3600,0,8325,1415014,210245,37218,282680,44233,842.65423,6286.31232819398,34688,47664,99772,200223,374,162270,327331,11925,3406.15246729997,446044,57,33.28,41.75,99.65,NA
2024-2025,Nov,17,MADHYA PRADESH,1735,MANDLA,6951353,218.565230610188,27,2795,5035.87048,13414,0,15672,3588805,231121,32611,2188175,266423,895.22869,13774.9790947509,129288,191543,215642,457890,686,240924,508774,29086,7843.87992439994,1966623,75,33.15,43.98,99.96,NA
2024-2025,Nov,17,MADHYA PRADESH,1736,CHHINDWARA,6549456,228.306611748684,37,3364,7822.832165,12689,1,20882,4935481,710503,89428,2705993,274797,1357.95026,20448.8118697981,132602,197508,232755,544960,1414,281213,645732,33571,11268.0294446001,2611053,71,23.54,48,100.03,NA
2024-2025,Nov,17,MADHYA PRADESH,1738,BALAGHAT,7226775,235.079052328799,27,4948,7089.036113,11784,0,15677,4163195,194250,28075,1196348,129434,1338.11309,18213.948555451,151815,217158,274181,584792,670,312835,659439,27461,9786.79935259996,2545662,67,25.8,39.78,99.98,NA
2024-2025,Nov,17,MADHYA PRADESH,1743,HARDA ,533984,236.76775457299,32,124,436.0056641,1817,0,3507,529249,133614,18989,206504,30849,379.72218,2068.818818,16348,26194,32041,73388,121,49805,111443,5324,1253.090973,230959,47,30.47,16.56,99.89,NA
2024-2025,Nov,17,MADHYA PRADESH,1747,BURHANPUR,1084971,240.320849307265,33,461,885.6806957,1894,0,3904,906268,165792,26666,392748,52616,264.98453,3328.61618028397,26900,45356,53959,137170,358,87913,211484,5798,2177.95095459997,444731,58,16.93,66.04,99.88,NA
2024-2025,Nov,17,MADHYA PRADESH,1752,NIWARI,997733,245.784769815301,42,117,1554.661249,2517,0,3972,712732,77757,7638,62752,7499,246.90384,3553.35179491999,16830,24037,37346,63433,9,46164,77890,6489,1751.78670559999,277703,63,36.55,54.88,99.96,NA
2024-2025,Sep,17,MADHYA PRADESH,1703,GWALIOR,993110,243.078206897135,39,135,846.4838548,1568,14,10222,828547,130551,14948,100327,7401,332.26666,3192.76770570501,20732,24721,49383,79425,6,104146,203354,11790,2014.017191,278457,48,28.09,36.24,99.67,NA
2024-2025,Sep,17,MADHYA PRADESH,1713,REWA,2070476,213.547645064559,30,177,325.0778159,6305,2,17602,1424969,244826,50874,201506,45744,808.38587,4176.451428,46075,61861,152376,279720,58,246824,467604,23907,3042.987742,607144,54,24.51,36.42,100.89,NA
2024-2025,Sep,17,MADHYA PRADESH,1717,RATLAM,1877033,230.549353072381,34,246,813.9435094,3167,0,10057,1301954,274302,60530,445610,70472,520.65553,4336.24556364999,37218,57152,106383,229400,179,183664,378550,13224,3001.64652429999,517714,68,32.48,52.57,99.74,NA
2024-2025,Sep,17,MADHYA PRADESH,1719,SHAJAPUR,915359,227.669973876418,37,168,525.9970531,1981,3,5263,688267,124353,21090,52543,11064,358.59287,2451.567222,18485,26099,58658,102299,20,104044,177339,7244,1566.977299,248574,48,51.61,33.13,99.57,NA
2024-2025,Sep,17,MADHYA PRADESH,1727,VIDISHA,1699765,244.709675025478,33,157,567.0987347,4369,0,14464,1131381,123688,29548,182215,11474,624.23339,3959.930893,33788,41508,120454,180297,63,210788,305560,18833,2768.598768,384607,62,30.15,36.47,99.84,NA
2024-2025,Sep,17,MADHYA PRADESH,1728,BHOPAL,935744,247.044992637995,43,106,919.379477937001,1129,2,4817,768133,96325,10639,21112,3263,227.15868,3044.17227123701,17464,22784,40902,66667,28,66728,109606,5946,1897.63411330001,279755,55,23.66,36.46,99.9,NA
2024-2025,Sep,17,MADHYA PRADESH,1735,MANDLA,5589245,218.178474179057,23,2301,1945.224846,8785,0,18342,2627189,172763,32504,1583548,265325,543.85036,8221.03608015201,110334,158153,214983,456025,236,240301,506913,27127,5731.96087400001,1462437,73,33.02,47.02,99.96,NA
2024-2025,Sep,17,MADHYA PRADESH,1744,KATNI ,2746097,197.517501815998,27,404,798.9483093,2328,0,7018,1727699,276717,47754,525388,85421,427.89822,4639.35443301598,63979,88791,141659,299690,55,167612,355693,9346,3412.50790369998,998078,44,15.51,57.59,99.91,NA
2024-2025,Sep,17,MADHYA PRADESH,1747,BURHANPUR,872371,239.685601109265,30,427,292.6346656,1457,0,3468,759421,140813,26515,324327,52057,162.99388,2275.85133437099,24953,41722,53518,136023,187,87659,210789,4925,1820.22278879999,378236,51,15.27,72.14,99.45,NA
2024-2025,Sep,17,MADHYA PRADESH,1701,MORENA,6384375,244.292350958194,52,312,2274.347243,1057,10,9274,7358808,944143,40147,104456,4028,512.20428,20763.5565889137,139363,150158,222529,282206,344,290457,371259,10331,17977.0050656997,2976500,16,21.22,50.98,99.55,NA
2024-2025,Sep,17,MADHYA PRADESH,1703,GWALIOR,993110,242.442928765512,39,134,846.4838548,1546,14,10216,817399,129254,14923,97886,7374,317.02733,3145.23726,20654,24606,49374,79390,6,104112,203302,11762,1981.72607530001,274363,48,28.19,36.41,99.59,NA
2024-2025,Sep,17,MADHYA PRADESH,1721,JHABUA,2389637,227.568936612494,31,1079,1184.356105,4401,0,16497,2059917,78292,16178,1850598,311978,407.95634,6280.04365654999,65943,114851,162457,349217,230,209055,437706,20898,4687.73121199999,934333,73,19.48,66.87,98.57,NA
2024-2025,Sep,17,MADHYA PRADESH,1728,BHOPAL,935744,247.084330344934,43,106,919.379477937001,1120,2,4821,764177,95875,10712,21018,3285,226.79868,3034.339781,17454,22766,41122,67010,28,67063,110162,5941,1888.161623,278444,55,23.63,36.62,99.89,NA
2024-2025,Sep,17,MADHYA PRADESH,1736,CHHINDWARA,5266101,228.58337866395,31,2826,3160.966377,9104,6,15591,3634262,529364,88897,1974889,272412,862.14802,12330.433265913,114398,165280,230734,540344,545,280063,643323,24695,8307.31886910003,1961673,63,22.21,52.87,99.81,NA
2024-2025,Aug,17,MADHYA PRADESH,1721,JHABUA,2056075,225.785755798479,30,1062,1116.759463,3599,0,17233,2006302,76794,16174,1801371,311745,406.38333,6053.086927,65074,113318,162333,348973,214,208983,437598,20832,4529.944134,911772,73,19.52,67.23,98.17,NA
2024-2025,Aug,17,MADHYA PRADESH,1723,INDORE,469215,238.310145868421,34,24,133.8209347,985,6,5348,306372,40933,11212,58342,16168,351.17648,1215.112975,8810,11190,35746,70308,8,67542,130256,6333,730.115560099999,105578,52,41.31,33.3,98.8,NA
2024-2025,Aug,17,MADHYA PRADESH,1726,RAJGARH,3571161,245.823466550445,32,600,1974.264677,7195,5,16644,2013405,236143,56623,46848,10564,640.88539,7564.57203352299,62524,98306,191185,365219,27,272409,506053,23839,4949.42196669998,827061,69,39.92,44.84,97.98,NA
2024-2025,Aug,17,MADHYA PRADESH,1732,NARMADAPURAM,559487,227.577569813009,24,96,186.9363044,1403,4,7750,299586,43191,18181,94438,30520,453.70649,1322.433333,12087,16713,44453,94098,27,99232,190040,9153,681.7905383,105474,41,34.25,32.37,98.91,NA
2024-2025,Aug,17,MADHYA PRADESH,1735,MANDLA,4809060,215.784575436476,23,2268,1927.845852,7894,0,19066,2551173,167498,32505,1536601,265248,542.99084,7975.87451821202,109013,155912,214941,455923,213,240149,506652,26960,5505.03782670002,1425566,73,32.79,47.31,98.93,NA
2024-2025,Aug,17,MADHYA PRADESH,1738,BALAGHAT,4999601,234.299029018093,24,4504,2682.438989,4929,2,18771,3503814,163879,27971,954218,128873,800.58972,11692.430890035,141719,199056,273553,583075,226,312280,657754,23700,8209.402181,2189741,64,25.15,43.85,99.72,NA
2024-2025,Aug,17,MADHYA PRADESH,1741,NEEMUCH,819608,240.405350015126,37,249,400.1431915,1712,0,5432,680942,60563,13026,46479,10151,209.20652,2246.37071,18084,23695,48953,106149,42,88707,191216,7144,1637.020999,208952,49,24.93,29.75,98.9,NA
2024-2025,Aug,17,MADHYA PRADESH,1742,BARWANI,1562260,211.965405007086,24,348,755.4252512,6046,0,13723,960798,90019,34224,735005,232071,427.05428,3219.03890324499,39709,65734,133514,307390,120,203924,452955,19769,2036.55937199999,407723,74,22.87,63.13,97.16,NA
2024-2025,Aug,17,MADHYA PRADESH,1745,DINDORI,5613241,211.269990775938,23,1281,3425.722475,5181,0,13617,3141783,101011,14326,1766402,184560,405.98155,10469.348678938,132535,185322,192910,355908,316,200798,367399,18798,6637.64465429999,1683918,61,17.88,64.7,98.95,NA
2024-2025,Aug,17,MADHYA PRADESH,1711,DAMOH,3422897,244.149058201757,44,368,3248.190484,3458,1,14746,3243115,402146,39978,491228,37610,478.4325,11644.6577130269,73555,94254,152827,260732,1074,243291,404467,18204,7918.03472889991,1237378,57,22.87,66.09,99.8,NA
2024-2025,Aug,17,MADHYA PRADESH,1713,REWA,1781465,213.666934265008,30,174,313.1468525,5846,2,17969,1375158,236646,50852,194695,45795,747.07831,3998.483102,45217,60702,152344,279727,40,246863,467732,23815,2938.25794,587069,54,24.18,37.11,100.89,NA
2024-2025,Aug,17,MADHYA PRADESH,1719,SHAJAPUR,787587,228.434663577505,36,165,521.7423914,1896,3,5288,656273,118513,21143,49938,11065,355.85542,2376.752831,18216,25730,58716,102451,20,104104,177501,7184,1499.15502,237968,49,51.78,33.85,99.74,NA
2024-2025,Aug,17,MADHYA PRADESH,1721,JHABUA,2056075,229.323131452179,30,1060,1116.228728,3532,0,17292,2002812,76630,16175,1798207,311775,406.03533,6115.17525317001,65056,113263,162351,349001,215,208983,437591,20824,4592.91119550001,910256,73,19.58,67.14,99.75,NA
2024-2025,Aug,17,MADHYA PRADESH,1732,NARMADAPURAM,559487,229.569610228259,24,96,186.9363044,1381,4,7763,296199,42631,18181,93584,30506,453.6965,1320.615694,12025,16627,44436,94060,27,99232,190019,9144,679.9828898,104202,41,34.31,32.25,99.78,NA
2024-2025,Aug,17,MADHYA PRADESH,1736,CHHINDWARA,4531022,228.956347154447,30,2739,3150.05886,7757,6,16639,3446201,503268,88819,1874551,272290,826.1727,11866.527484955,111421,160504,230540,539969,462,279863,643032,24396,7890.29592520003,1868798,63,21.25,53.55,99.89,NA
2024-2025,Aug,17,MADHYA PRADESH,1702,BHIND,1790805,219.616100008714,14,31,0,739,92,8889,275416,38410,20052,1512,181,267.75904,872.616918,18702,19991,79810,108596,0,160057,264100,9628,604.857878,110539,41,17.55,40.97,99.61,NA
2024-2025,Aug,17,MADHYA PRADESH,1715,SIDHI,2358730,230.854384052375,34,204,1295.121471,3772,0,15052,1884795,245508,31224,588205,61241,420.87233,6067.12568876897,54656,76666,129740,209279,119,155294,243492,18824,4351.13188789997,863388,65,17.65,44.8,99.86,NA
2024-2025,Aug,17,MADHYA PRADESH,1716,MANDSAUR,1806167,243.062212187743,39,161,1214.3547,2338,1,10575,1361860,204887,37031,28969,7524,403.46226,4927.98400248899,34697,49201,93482,195755,120,162318,338016,12913,3310.16704289999,471627,57,34.57,46.14,99.9,NA
2024-2025,Aug,17,MADHYA PRADESH,1724,KHARGONE,2841182,245.948802988164,34,516,2210.12426940199,2753,1,15382,2553542,168599,39445,1551238,178929,661.63225,9152.16250220201,73920,113128,181187,360109,938,278185,553574,18135,6280.40598280002,1040874,60,20.22,71.13,99.71,NA
2024-2025,Aug,17,MADHYA PRADESH,1725,KHANDWA,1553062,243.216511534045,27,659,845.142774272998,3024,0,10523,1828543,158783,26741,615275,114057,444.87863,5737.33990077298,66317,117683,138663,340576,188,193281,457022,13547,4447.31849649998,840681,51,19.36,62.83,99.84,NA
2024-2025,Aug,17,MADHYA PRADESH,1731,BETUL,2130118,235.904701909542,25,1447,814.0810127,3077,0,12001,1514708,177467,55198,765792,203599,567.50948,4954.85788485899,59919,86801,163081,384376,142,212284,480742,15078,3573.26739219999,789259,52,19.47,70.47,99.94,NA
2024-2025,Aug,17,MADHYA PRADESH,1734,NARSINGHPUR,881757,223.127078597055,35,76,477.3404978,2784,1,8642,880262,141567,26890,160838,29197,476.2558,2917.699182,24692,36028,81465,151630,41,141745,250389,11426,1964.102885,308710,53,33.55,41.71,99.94,NA
2024-2025,Aug,17,MADHYA PRADESH,1740,UMARIA,1351371,224.366330134845,31,545,1295.671682,4671,0,11030,1235792,71332,12585,784526,87740,188.7877,4257.160541,39793,57624,90571,162244,160,112374,193552,15701,2772.701159,628356,77,13.86,49.18,99.81,NA
2024-2025,Aug,17,MADHYA PRADESH,1741,NEEMUCH,819608,242.393668454598,37,249,397.3847315,1627,0,5503,675268,59975,13025,46066,10146,208.90652,2243.098129,18029,23622,48939,106127,40,88702,191208,7130,1636.806877,207524,49,24.86,29.86,99.65,NA
2024-2025,Aug,17,MADHYA PRADESH,1743,HARDA ,369420,239.865839443566,28,111,182.6769195,1317,1,2933,400694,101340,18823,157906,30515,227.23185,1371.036796,14189,22508,31815,72613,41,50076,112109,4250,961.128026700002,180211,38,26.8,18.16,99.8,NA
2024-2025,Aug,17,MADHYA PRADESH,1746,ANUPPUR,2826302,204.773708080123,31,1437,1620.42449,5787,0,7461,1897966,182996,24803,1144413,144187,314.88874,5821.84858639998,59363,86385,128107,258933,297,155214,307075,13248,3886.53535629998,953455,74,46.27,32.73,99.94,NA
2024-2025,Aug,17,MADHYA PRADESH,1748,ASHOK NAGAR,1634910,247.379155133443,39,195,263.3876458,1593,1,11624,1364464,227371,27660,114192,12535,334.49381,3973.28097113998,34364,43920,83923,141885,63,140251,530154,13217,3375.39951529998,394060,68,25.98,66.51,99.8,NA
2024-2025,July,17,MADHYA PRADESH,1705,SHIVPURI,3692668,244.380442804846,36,372,828.5392124,3994,0,27320,3175033,461664,54612,595633,52137,500.50422,9088.20313699999,86192,115444,188685,325778,66,301098,561442,31314,7759.15970459999,1288460,70,13.73,47.87,99.84,NA
2024-2025,July,17,MADHYA PRADESH,1709,PANNA,1642581,235.180314099635,39,284,545.2705813,1979,0,10911,1779117,294546,45848,277810,38429,369.16644,5098.56997,44944,68550,112546,234117,73,150786,308717,12890,4184.132949,715910,56,25.42,65.58,99.85,NA
2024-2025,July,17,MADHYA PRADESH,1714,SHAHDOL,1592710,213.051482395163,28,1246,414.8980848,2187,2,22074,1564286,199489,37365,939614,135115,321.12276,4068.755357,53969,81644,126858,249016,162,153953,288641,24261,3332.734512,802049,80,17.65,46.57,99.81,NA
2024-2025,July,17,MADHYA PRADESH,1722,DHAR,2244061,239.967753438243,28,766,1294.160251,3173,1,22945,1839166,170025,45247,1178402,301619,640.88912,6348.454704,63977,98178,215008,444176,237,301854,623476,26118,4413.405332,733373,59,15.81,73.28,99.67,NA
2024-2025,July,17,MADHYA PRADESH,1733,JABALPUR,1118843,226.883952492934,26,404,233.7807575,1494,4,9662,990800,198876,39005,365736,65469,441.05261,2922.79956883099,36891,52575,98260,193331,31,146401,283030,11156,2247.96620129999,457032,44,24.43,61.64,99.95,NA
2024-2025,July,17,MADHYA PRADESH,1737,SEONI,3258434,209.191175201549,32,2322,672.6260416,2731,0,16939,3473217,403468,57676,1670053,215240,447.39049,8385.679991,106192,170963,194794,464220,498,221102,521738,19670,7265.66346,1964341,62,46.86,38.82,99.79,NA
2024-2025,July,17,MADHYA PRADESH,1739,SHEOPUR,1469816,241.930521851651,31,214,1565.1682,2776,2,21366,1197850,153568,19680,319137,37564,180.6324,4643.765356,37579,49066,85059,143017,8,152523,251704,24142,2897.964756,471951,78,19.95,31.77,99.84,NA
2024-2025,July,17,MADHYA PRADESH,1745,DINDORI,4748981,213.654937278206,22,1251,1169.472268,4182,0,14352,2881614,93132,14334,1623599,184792,319.23981,7645.422662,129225,179052,192881,356312,233,200535,367522,18534,6156.71058429999,1543884,61,18.34,65.19,99.91,NA
2024-2025,July,17,MADHYA PRADESH,1748,ASHOK NAGAR,1383186,247.04215263784,37,191,106.6093229,1073,1,11838,1269410,212151,27662,100026,12445,266.891,3509.478113,33545,42858,83860,141999,54,140020,530133,12911,3135.97779,367466,68,28,65.56,99.77,NA
2024-2025,July,17,MADHYA PRADESH,1751,AGAR-MALWA,850320,243.605192142152,35,202,242.1482475,1293,0,7446,714445,150103,31838,17838,3995,197.41985,2179.993213,19924,29294,57754,122918,23,104181,210350,8739,1740.425115,281672,64,44.3,47.76,99.88,NA
2024-2025,July,17,MADHYA PRADESH,1701,MORENA,4647423,242.603399369692,47,268,771.5731116,785,11,9110,6199514,806080,39712,89093,3938,398.69552,16210.500340047,131244,141574,217536,276476,30,284416,364567,9895,15040.23171,2512180,15,21.23,51.23,99.69,NA
2024-2025,July,17,MADHYA PRADESH,1710,SAGAR,1602595,243.165276461122,30,164,228.2412828,3537,10,18392,1185664,129490,37309,128592,34173,664.98164,3776.346066,39364,52555,156726,267312,39,276973,477085,21929,2883.123144,377045,70,34.43,38.66,99.84,NA
2024-2025,July,17,MADHYA PRADESH,1713,REWA,1507176,212.637212488147,29,172,143.9792833,5395,2,18264,1299216,223122,50864,184960,45829,553.2934,3459.88937,44227,59433,152255,279686,40,246832,467807,23659,2762.616687,555997,54,24.23,37.94,100.89,NA
2024-2025,July,17,MADHYA PRADESH,1730,RAISEN,776522,241.477254155838,31,119,153.7679618,2043,0,10463,698776,103706,21381,106050,22752,385.78044,2226.933499,22166,31639,70834,123919,61,141932,224163,12506,1687.385098,250368,61,49.58,28.42,99.84,NA
2024-2025,July,17,MADHYA PRADESH,1733,JABALPUR,1118843,226.96865171394,27,412,233.7807575,1529,4,9664,1015467,204140,39022,374386,65493,441.05261,2979.62512603099,37231,53133,98314,193423,35,146444,283093,11193,2304.79175849999,468306,44,24.73,61.48,99.98,NA
2024-2025,July,17,MADHYA PRADESH,1752,NIWARI,583970,243.353952519982,35,99,313.5565259,1043,0,5550,503833,54406,7391,47236,7392,120.98075,1660.634795,14055,19944,36735,62355,2,45353,76485,6593,1226.09752,197016,64,31.3,60.58,99.86,NA
2024-2025,Aug,17,MADHYA PRADESH,1703,GWALIOR,854485,243.024296904268,38,134,846.4838548,1494,14,10242,792801,125196,14911,94638,7333,305.56311,3078.746021,20385,24288,49294,79277,6,104072,203206,11736,1926.699056,266152,48,27.86,36.75,99.58,NA
2024-2025,Aug,17,MADHYA PRADESH,1717,RATLAM,1615023,230.472466630899,34,245,812.8850094,2785,0,10319,1254379,265062,60493,437125,70368,520.17014,4224.053372,36545,56107,106245,229089,155,183524,378276,13104,2890.998222,500171,68,32.62,51.85,99.68,NA
2024-2025,Aug,17,MADHYA PRADESH,1720,DEWAS,1408374,239.000054408533,37,211,581.606553624999,2126,1,6764,1068031,145836,36237,198378,43248,486.88357,3621.08479472499,28829,39426,98191,196846,182,161563,325579,8890,2552.59467109999,337987,45,29.78,46.24,98.81,NA
2024-2025,Aug,17,MADHYA PRADESH,1723,INDORE,469215,239.694640384418,35,24,133.8250147,1264,6,5112,321941,42948,11224,61078,16174,351.17648,1256.676817,9008,11476,35776,70359,9,67555,130278,6376,771.675322199999,111334,52,41.83,32.8,99.34,NA
2024-2025,Aug,17,MADHYA PRADESH,1728,BHOPAL,805126,246.737161210519,43,106,919.7906241,973,2,4942,755875,94608,10771,20844,3342,225.57855,3010.39369136001,17373,22647,41295,67339,26,67388,110758,5915,1865.02451730001,275688,55,23.39,37.07,99.87,NA
2024-2025,Aug,17,MADHYA PRADESH,1741,NEEMUCH,819608,240.064140252018,38,287,400.1431915,1805,0,5396,706300,63499,13038,48372,10158,209.23152,2304.947734,18413,24169,48987,106236,44,88736,191292,7201,1695.573023,216045,49,25.23,29.56,98.94,NA
2024-2025,Aug,17,MADHYA PRADESH,1742,BARWANI,1562260,211.914029896789,24,362,755.4252512,6155,0,13678,1008135,94829,34256,771324,232237,428.81515,3320.61990654499,40708,67562,133615,307619,142,203993,453097,19833,2136.37950529999,427540,74,23.15,62.68,97.53,NA
2024-2025,Aug,17,MADHYA PRADESH,1750,SINGRAULI,2285766,240.712320440334,34,566,1352.025763,5495,0,12326,1873291,264749,34907,564631,67543,313.89949,6175.16748775293,54160,78521,119922,211608,138,164037,283531,17821,4509.24223469993,784848,71,23.3,65.26,99.95,NA
2024-2025,Aug,17,MADHYA PRADESH,1703,GWALIOR,854485,243.286610290457,39,134,846.4838548,1531,14,10225,811276,128118,14922,96800,7365,305.56311,3125.77284530501,20583,24530,49356,79369,6,104101,203283,11756,1973.72588050001,272114,48,28.12,36.42,99.59,NA
2024-2025,Aug,17,MADHYA PRADESH,1706,GUNA,1253636,249.382922598188,45,184,552.4057106,2887,2,13755,1749481,195077,29970,259895,50083,446.41805,5361.73060873501,38679,52841,117100,253009,119,203147,422391,16642,4362.90684810001,584991,69,23.8,68.7,99.89,NA
2024-2025,Aug,17,MADHYA PRADESH,1710,SAGAR,1894248,244.57250263821,32,168,853.2789185,4580,10,17742,1319076,145402,37305,143454,34187,839.25244,4918.628543,40975,54773,156744,267333,54,277070,477157,22322,3226.097185,415719,70,34.61,37,99.83,NA
2024-2025,Aug,17,MADHYA PRADESH,1735,MANDLA,4809060,218.075906958518,23,2295,1944.961546,8600,0,18483,2608041,171322,32506,1571312,265313,543.85036,8176.32097075202,110043,157645,214974,456012,230,240253,506840,27083,5687.50906460001,1453367,73,32.75,47.3,99.88,NA
2024-2025,Aug,17,MADHYA PRADESH,1742,BARWANI,1562260,211.187689111379,24,369,755.8261312,6251,0,13622,1040141,97326,34303,796674,232442,430.67885,3383.15472264499,41925,69742,133727,307909,155,204043,453260,19873,2196.64974139999,441680,74,23.39,62.52,97.61,NA
2024-2025,Aug,17,MADHYA PRADESH,1749,ALIRAJPUR,1865298,227.548596303191,39,1399,1516.557857,4576,0,11095,2085258,293284,37244,1678673,194410,300.47906,6562.01222495499,53411,85389,104965,243500,968,133157,299339,15671,4744.97530829999,739098,72,20.04,70,98.44,NA
2024-2025,Aug,17,MADHYA PRADESH,1702,BHIND,1790805,220.333527001994,15,31,0,782,90,8870,283405,40274,20056,1601,181,297.7964,922.2326322,18666,19974,79824,108625,0,160093,264137,9652,624.4362322,113244,42,17.37,39.74,99.58,NA
2024-2025,Aug,17,MADHYA PRADESH,1711,DAMOH,3422897,244.329177975968,44,373,3404.326749,3594,1,14717,3328528,412644,39969,504998,37654,480.15422,12017.0460699269,74123,94981,152953,260904,1313,243561,404788,18311,8132.56510109991,1265506,56,23.38,65.79,99.81,NA
2024-2025,Aug,17,MADHYA PRADESH,1712,SATNA,1952266,203.815031436349,35,289,696.6293707,3344,0,11598,1696921,284541,47125,318177,50639,670.59015,4825.79959,47349,67567,135220,247991,85,202047,372287,14942,3458.58007,703542,48,21.19,54.88,99.89,NA
